Chromosome	Position	Mean
chr11	23200000	-4.87729904395398
chr11	23250000	-4.80161198969853
chr11	23300000	-4.65344469476481
chr11	23350000	-4.51183078283678
chr11	23400000	-4.49855052562443
chr11	23450000	-4.52155605210954
chr11	23500000	-4.53255495237519
chr11	23550000	-4.53674077794275
chr11	23600000	-4.54194156795531
chr11	23650000	-4.54269082536011
chr11	23700000	-4.54930315575559
chr11	23750000	-4.5411095346343
chr11	23800000	-4.46675126222671
chr11	23850000	-4.38748369046447
chr11	23900000	-4.3572842839997
chr11	23950000	-4.33607276452746
chr11	24000000	-4.33101457065649
chr11	24050000	-4.38032142187294
chr11	24100000	-4.42972069632597
chr11	24150000	-4.42924758818954
chr11	24200000	-4.42019242821599
chr11	24250000	-4.40787684787604
chr11	24300000	-4.38462618526593
chr11	24350000	-4.35575627804902
chr11	24400000	-4.31271887126778
chr11	24450000	-4.25351962322558
chr11	24500000	-4.21279678463522
chr11	24550000	-4.18157805945696
chr11	24600000	-4.16853013515595
chr11	24650000	-4.18831202796833
chr11	24700000	-4.2224447241727
chr11	24750000	-4.28231790480292
chr11	24800000	-4.41237626777323
chr11	24850000	-4.55243616792338
chr11	24900000	-4.68401808798519
chr11	24950000	-4.83795283373565
chr11	25000000	-4.94265305616458
chr11	25050000	-4.98599447915368
chr11	25100000	-5.00137464236468
chr11	25150000	-4.98548892045736
chr11	25200000	-4.89506920727647
chr11	25250000	-4.74849973565283
chr11	25300000	-4.6349543887254
chr11	25350000	-4.50194148050463
chr11	25400000	-4.39818957507142
chr11	25450000	-4.44144469756313
chr11	25500000	-4.5439118466452
chr11	25550000	-4.63828374085432
chr11	25600000	-4.81091645661213
chr11	25650000	-4.97175494210091
chr11	25700000	-5.00157459206214
chr11	25750000	-5.00658469235071
chr11	25800000	-4.99301210581447
chr11	25850000	-4.85520348052666
chr11	25900000	-4.70558312091812
chr11	25950000	-4.66440779404008
chr11	26000000	-4.63649212504887
chr11	26050000	-4.63201624848642
chr11	26100000	-4.74692177344936
chr11	26150000	-4.86882510538618
chr11	26200000	-4.86751813007903
chr11	26250000	-4.83668864421898
chr11	26300000	-4.80987284323905
chr11	26350000	-4.76294238107786
chr11	26400000	-4.71423542314023
chr11	26450000	-4.71512446067067
chr11	26500000	-4.73052908629315
chr11	26550000	-4.72800591470917
chr11	26600000	-4.73044422937504
chr11	26650000	-4.72783121607614
chr11	26700000	-4.67207249600084
chr11	26750000	-4.59035030126357
chr11	26800000	-4.51378301644855
chr11	26850000	-4.42736190661635
chr11	26900000	-4.3411608119575
chr11	26950000	-4.30048751796497
chr11	27000000	-4.27772084238919
chr11	27050000	-4.23220958089552
chr11	27100000	-4.13934576229788
chr11	27150000	-4.0271326066882
chr11	27200000	-3.93383569664876
chr11	27250000	-3.87067885442693
chr11	27300000	-3.81439510829332
chr11	27350000	-3.75151384986511
chr11	27400000	-3.69324336595354
chr11	27450000	-3.63369547450422
chr11	27500000	-3.55792302671167
chr11	27550000	-3.48054848237101
chr11	27600000	-3.40681094270192
chr11	27650000	-3.2856122428143
chr11	27700000	-3.16700547392761
chr11	27750000	-3.05935378068215
chr11	27800000	-2.94654498981384
chr11	27850000	-2.94883210985023
chr11	27900000	-3.1589100519605
chr11	27950000	-3.4122111804475
chr11	28000000	-3.68866867019235
chr11	28050000	-4.03761044547523
chr11	28100000	-4.29748781862278
chr11	28150000	-4.47541441219265
chr11	28200000	-4.62515149761401
chr11	28250000	-4.65520074926233
chr11	28300000	-4.59823026614247
chr11	28350000	-4.54891247083256
chr11	28400000	-4.47445233871089
chr11	28450000	-4.39754058478008
chr11	28500000	-4.42226745776018
chr11	28550000	-4.49033295182229
chr11	28600000	-4.53605271715764
chr11	28650000	-4.53627731900368
chr11	28700000	-4.51822822362913
chr11	28750000	-4.47008015339539
chr11	28800000	-4.40539507958455
chr11	28850000	-4.37212587731587
chr11	28900000	-4.3846131997387
chr11	28950000	-4.40565598975489
chr11	29000000	-4.41477990863009
chr11	29050000	-4.42370368635654
chr11	29100000	-4.45135723577213
chr11	29150000	-4.55063894667902
chr11	29200000	-4.69387086533192
chr11	29250000	-4.77911838924744
chr11	29300000	-4.76520150251692
chr11	29350000	-4.70669647455543
chr11	29400000	-4.64530313086526
chr11	29450000	-4.56162499605041
chr11	29500000	-4.47939216916182
chr11	29550000	-4.42685839061259
chr11	29600000	-4.36856297432004
chr11	29650000	-4.31532396771325
chr11	29700000	-4.27914901474123
chr11	29750000	-4.25565571418778
chr11	29800000	-4.24866448244018
chr11	29850000	-4.25327626073326
chr11	29900000	-4.24264481601973
chr11	29950000	-4.20195509329322
chr11	30000000	-4.15845954123919
chr11	30050000	-4.16019386335784
chr11	30100000	-4.18273891033057
chr11	30150000	-4.15366742541951
chr11	30200000	-4.04538699626534
chr11	30250000	-3.90847904077301
chr11	30300000	-3.70868325027165
chr11	30350000	-3.45711722164598
chr11	30400000	-3.26668130188793
chr11	30450000	-3.12802869466364
chr11	30500000	-3.01079695988622
chr11	30550000	-2.95498507518254
chr11	30600000	-2.93951826399413
chr11	30650000	-2.95416277640548
chr11	30700000	-3.06686316972101
chr11	30750000	-3.19202948881685
chr11	30800000	-3.25965037851748
chr11	30850000	-3.32948232930389
chr11	30900000	-3.35564159110295
chr11	30950000	-3.30777597014634
chr11	31000000	-3.24583538810116
chr11	31050000	-3.13349082964183
chr11	31100000	-2.97183494459004
chr11	31150000	-2.90656965374667
chr11	31200000	-2.98600488540364
chr11	31250000	-3.09912089571312
chr11	31300000	-3.32780582383413
chr11	31350000	-3.66136851441662
chr11	31400000	-3.86764743828828
chr11	31450000	-4.00784385243413
chr11	31500000	-4.06666546308165
chr11	31550000	-3.83042679300194
chr11	31600000	-3.42955373182171
chr11	31650000	-3.0333114745158
chr11	31700000	-2.5489073535359
chr11	31750000	-2.05483521070086
chr11	31800000	-1.68979904742161
chr11	31850000	-1.33489200301931
chr11	31900000	-1.02989274338482
chr11	31950000	-0.855657434931717
chr11	32000000	-0.703135747371166
chr11	32050000	-0.502117489416113
chr11	32100000	-0.318124454944839
chr11	32150000	-0.109673542542669
chr11	32200000	0.210816994274342
chr11	32250000	0.519374471292798
chr11	32300000	0.734662702375812
chr11	32350000	0.93355705616116
chr11	32400000	1.0775263201795
chr11	32450000	1.07608827771552
chr11	32500000	1.05545990875599
chr11	32550000	1.05597816995689
chr11	32600000	1.01304675485174
chr11	32650000	1.05578335134058
chr11	32700000	1.24751266045175
chr11	32750000	1.47970465569142
chr11	32800000	1.79976769837332
chr11	32850000	2.20817854428389
chr11	32900000	2.50587538174894
chr11	32950000	2.6668874230885
chr11	33000000	2.77670264257655
chr11	33050000	2.77671847714155
chr11	33100000	2.69416373373278
chr11	33150000	2.6259117986381
chr11	33200000	2.55540906619977
chr11	33250000	2.44342709874207
chr11	33300000	2.35282703452594
chr11	33350000	2.26420936479011
chr11	33400000	2.17313864122554
chr11	33450000	2.16492209277147
chr11	33500000	2.24403736122172
chr11	33550000	2.36307514525797
chr11	33600000	2.5878095375292
chr11	33650000	2.89414599535343
chr11	33700000	3.15475838000532
chr11	33750000	3.4421262927693
chr11	33800000	3.71321930302042
chr11	33850000	3.82194023736396
chr11	33900000	3.85851961052798
chr11	33950000	3.87685776810716
chr11	34000000	3.82495892172701
chr11	34050000	3.76023296321681
chr11	34100000	3.80978704674567
chr11	34150000	3.89027379099706
chr11	34200000	3.90402025864286
chr11	34250000	3.8487921736171
chr11	34300000	3.75853333663563
chr11	34350000	3.58529651234107
chr11	34400000	3.3498884369496
chr11	34450000	3.11203424566626
chr11	34500000	2.74052189876516
chr11	34550000	2.38820896393812
chr11	34600000	2.22229289888075
chr11	34650000	2.10069308816216
chr11	34700000	2.0453219684241
chr11	34750000	2.13586747406023
chr11	34800000	2.2665539588803
chr11	34850000	2.39104031740094
chr11	34900000	2.56970497698034
chr11	34950000	2.70634430264684
chr11	35000000	2.76993769261817
chr11	35050000	2.8147858367219
chr11	35100000	2.85134290384243
chr11	35150000	2.87115134629859
chr11	35200000	2.87762189168508
chr11	35250000	2.85390333672951
chr11	35300000	2.80498324955301
chr11	35350000	2.76703051484052
chr11	35400000	2.74078270807588
chr11	35450000	2.70668822177353
chr11	35500000	2.67048216616433
chr11	35550000	2.58757149434378
chr11	35600000	2.52406703656716
chr11	35650000	2.56510899701052
chr11	35700000	2.64604489403352
chr11	35750000	2.713976624882
chr11	35800000	2.75070147257185
chr11	35850000	2.79315414296018
chr11	35900000	2.85222092282534
chr11	35950000	2.92103269122252
chr11	36000000	3.00276436807469
chr11	36050000	3.05283354012084
chr11	36100000	3.1195073435078
chr11	36150000	3.28038425692597
chr11	36200000	3.48408844238443
chr11	36250000	3.67960766889597
chr11	36300000	3.94541556374845
chr11	36350000	4.19421726568285
chr11	36400000	4.38877760624077
chr11	36450000	4.58563947174357
chr11	36500000	4.62580498055336
chr11	36550000	4.44851138533981
chr11	36600000	4.17352576821743
chr11	36650000	3.77721198138439
chr11	36700000	3.25096614769209
chr11	36750000	2.72913353564977
chr11	36800000	2.129233930886
chr11	36850000	1.51277378204651
chr11	36900000	1.00557175608623
chr11	36950000	0.51376912872958
chr11	37000000	0.0581750761656067
chr11	37050000	-0.333925337231744
chr11	37100000	-0.712779615023982
chr11	37150000	-1.10999159157781
chr11	37200000	-1.49406121931321
chr11	37250000	-1.86582235102427
chr11	37300000	-2.25556338257377
chr11	37350000	-2.65343531613351
chr11	37400000	-3.00006591396108
chr11	37450000	-3.28482842699664
chr11	37500000	-3.53676936758225
chr11	37550000	-3.75602639007829
chr11	37600000	-3.90505263583349
chr11	37650000	-4.02619322821551
chr11	37700000	-4.16171854930073
chr11	37750000	-4.27517294725199
chr11	37800000	-4.36844299858777
chr11	37850000	-4.44672199230685
chr11	37900000	-4.50791436802626
chr11	37950000	-4.54102648382019
chr11	38000000	-4.55200624612685
chr11	38050000	-4.55721927993795
chr11	38100000	-4.5157122376518
chr11	38150000	-4.4695017016551
chr11	38200000	-4.48282919399537
chr11	38250000	-4.51229923591035
chr11	38300000	-4.5372768461596
chr11	38350000	-4.56573413191933
chr11	38400000	-4.58847689910601
chr11	38450000	-4.58925976406273
chr11	38500000	-4.58689544690865
chr11	38550000	-4.5875866701778
chr11	38600000	-4.6132165685841
chr11	38650000	-4.62511083255272
chr11	38700000	-4.5789705392059
chr11	38750000	-4.51118693277545
chr11	38800000	-4.45816182002666
chr11	38850000	-4.42685106200282
chr11	38900000	-4.3971717361587
chr11	38950000	-4.35604800307596
chr11	39000000	-4.31207421806435
chr11	39050000	-4.29359930459837
chr11	39100000	-4.37968761830742
chr11	39150000	-4.46007423450991
chr11	39200000	-4.40843800059877
chr11	39250000	-4.31534058652314
chr11	39300000	-4.25046122912541
chr11	39350000	-4.18419132046207
chr11	39400000	-4.14244437583197
chr11	39450000	-4.18119374619841
chr11	39500000	-4.24314043377974
chr11	39550000	-4.31133833716441
chr11	39600000	-4.51158319708319
chr11	39650000	-4.71858357936526
chr11	39700000	-4.77802401219779
chr11	39750000	-4.80224448684875
chr11	39800000	-4.79765133417527
chr11	39850000	-4.68348070184534
chr11	39900000	-4.55633984936896
chr11	39950000	-4.4958558456091
chr11	40000000	-4.4316519102885
chr11	40050000	-4.41118526831692
chr11	40100000	-4.46036343024656
chr11	40150000	-4.53626601454628
chr11	40200000	-4.65945296891951
chr11	40250000	-4.82750894554689
chr11	40300000	-4.9501863879291
chr11	40350000	-5.03652847190832
chr11	40400000	-5.09911840646612
chr11	40450000	-5.10443870336702
chr11	40500000	-5.07817698402338
chr11	40550000	-5.02420340611657
chr11	40600000	-4.84954682970032
chr11	40650000	-4.67008017252222
chr11	40700000	-4.59712784379355
chr11	40750000	-4.53878635944053
chr11	40800000	-4.50735012375776
chr11	40850000	-4.51206611724167
chr11	40900000	-4.53476875151928
chr11	40950000	-4.59355229168705
chr11	41000000	-4.69009785776629
chr11	41050000	-4.77096128313481
chr11	41100000	-4.86170214327333
chr11	41150000	-4.93277472456151
chr11	41200000	-4.91806578708726
chr11	41250000	-4.8703819983528
chr11	41300000	-4.83200111920584
chr11	41350000	-4.81103578253492
chr11	41400000	-4.78284098274731
chr11	41450000	-4.74055802296887
chr11	41500000	-4.6762267892582
chr11	41550000	-4.59780424466168
chr11	41600000	-4.52230730778686
chr11	41650000	-4.44877508706798
chr11	41700000	-4.38171890311884
chr11	41750000	-4.29091971435336
chr11	41800000	-4.17777478212107
chr11	41850000	-4.11493379770229
chr11	41900000	-4.15422369278349
chr11	41950000	-4.21574050164988
chr11	42000000	-4.28182438745019
chr11	42050000	-4.38268062068665
chr11	42100000	-4.46516020756786
chr11	42150000	-4.52458246709104
chr11	42200000	-4.57589606530364
chr11	42250000	-4.61254041788999
chr11	42300000	-4.63925347329815
chr11	42350000	-4.6492780574576
chr11	42400000	-4.64119732156952
chr11	42450000	-4.62608221082807
chr11	42500000	-4.62188773589704
chr11	42550000	-4.61678021779383
chr11	42600000	-4.57805113896787
chr11	42650000	-4.54119387120637
chr11	42700000	-4.46813737955117
chr11	42750000	-4.29734850014679
chr11	42800000	-4.07949921427232
chr11	42850000	-3.83984211196093
chr11	42900000	-3.56990621164688
chr11	42950000	-3.26812480167577
chr11	43000000	-2.96115967370945
chr11	43050000	-2.62928300312397
chr11	43100000	-2.23851936039074
chr11	43150000	-1.80786976114872
chr11	43200000	-1.33701406475664
chr11	43250000	-0.710878330633048
chr11	43300000	0.0177422301637959
chr11	43350000	0.660001054123247
chr11	43400000	1.25026298963017
chr11	43450000	1.85267615967318
chr11	43500000	2.32306891264723
chr11	43550000	2.60124477840157
chr11	43600000	2.76092691180043
chr11	43650000	2.8588230987613
chr11	43700000	2.82496686234996
chr11	43750000	2.74196422919943
chr11	43800000	2.66654368291141
chr11	43850000	2.53206725621329
chr11	43900000	2.43905181406195
chr11	43950000	2.32969662122677
chr11	44000000	2.24919197438081
chr11	44050000	2.32641045448438
chr11	44100000	2.47668451919954
chr11	44150000	2.63470739639139
chr11	44200000	2.8261236903459
chr11	44250000	3.0280503815638
chr11	44300000	3.22970517497993
chr11	44350000	3.46064913046185
chr11	44400000	3.64329907259585
chr11	44450000	3.7628855644112
chr11	44500000	3.84828183990368
chr11	44550000	3.86209908938208
chr11	44600000	3.82241623054225
chr11	44650000	3.80031568550066
chr11	44700000	3.77993703876397
chr11	44750000	3.76847805681718
chr11	44800000	3.80544552961465
chr11	44850000	3.85406695257831
chr11	44900000	3.90559307899344
chr11	44950000	4.04197242759799
chr11	45000000	4.16723702704665
chr11	45050000	4.17170700511859
chr11	45100000	4.14559231503582
chr11	45150000	4.11310371312288
chr11	45200000	4.07274569719153
chr11	45250000	4.00631457485672
chr11	45300000	3.90096208297253
chr11	45350000	3.76534641104453
chr11	45400000	3.63087570907937
chr11	45450000	3.46043168562275
chr11	45500000	3.2590065972925
chr11	45550000	3.1211744162034
chr11	45600000	3.03412117170046
chr11	45650000	2.96155965289594
chr11	45700000	2.96285397155556
chr11	45750000	3.17277868087585
chr11	45800000	3.41528256273435
chr11	45850000	3.58851274590187
chr11	45900000	3.79592231808337
chr11	45950000	3.93859567246733
chr11	46000000	3.95782251393684
chr11	46050000	3.95114715503049
chr11	46100000	3.92495557926104
chr11	46150000	3.84875892851071
chr11	46200000	3.80271124500522
chr11	46250000	3.82235674833306
chr11	46300000	3.85997595942968
chr11	46350000	3.91058090317363
chr11	46400000	3.97645680332637
chr11	46450000	4.02377195245847
chr11	46500000	4.03449651796379
chr11	46550000	4.03837486941517
chr11	46600000	4.05977167088144
chr11	46650000	4.08622380313738
chr11	46700000	4.10031918708085
chr11	46750000	4.07343841840806
chr11	46800000	4.04539991766512
chr11	46850000	4.05100690621128
chr11	46900000	4.06351552889333
chr11	46950000	4.07584982911533
chr11	47000000	4.10699575398927
chr11	47050000	4.12902986653516
chr11	47100000	4.10537197939521
chr11	47150000	4.06862405080687
chr11	47200000	4.04511926642903
chr11	47250000	4.02867179050244
chr11	47300000	4.00944923646445
chr11	47350000	3.98330364205258
chr11	47400000	3.94932169609053
chr11	47450000	3.93321873466137
chr11	47500000	3.93099096777773
chr11	47550000	3.95270534394209
chr11	47600000	4.03410273447051
chr11	47650000	4.14320625054027
chr11	47700000	4.22526069576103
chr11	47750000	4.34072882514826
chr11	47800000	4.43502053367927
chr11	47850000	4.47115189016888
chr11	47900000	4.49754660082987
chr11	47950000	4.41498163531148
chr11	48000000	4.16068864592001
chr11	48050000	3.83535267143832
chr11	48100000	3.46093025830941
chr11	48150000	3.00642016433423
chr11	48200000	2.53834275591383
chr11	48250000	2.02342960668586
chr11	48300000	1.48393584407917
chr11	48350000	0.940347850575439
chr11	48400000	0.367897096417661
chr11	48450000	-0.151493089664271
chr11	48500000	-0.622475157779168
chr11	48550000	-1.07324709546666
chr11	48600000	-1.4693556801715
chr11	48650000	-1.82637847065844
chr11	48700000	-2.17275661632384
chr11	48750000	-2.53580706939532
chr11	48800000	-2.86996954095743
chr11	48850000	-3.16136674494774
chr11	48900000	-3.43202026824039
chr11	48950000	-3.65490370792202
chr11	49000000	-3.80183247724099
chr11	49050000	-3.91652562131027
chr11	49100000	-3.98081136072072
chr11	49150000	-3.98765667918948
chr11	49200000	-4.03459876628948
chr11	49250000	-4.17311526195353
chr11	49300000	-4.31376165345917
chr11	49350000	-4.44378057724849
chr11	49400000	-4.58805845373347
chr11	49450000	-4.68921491945903
chr11	49500000	-4.73866264262439
chr11	49550000	-4.76249491765157
chr11	49600000	-4.75535232041969
chr11	49650000	-4.68578573982342
chr11	49700000	-4.56697631946525
chr11	49750000	-4.46051001728607
chr11	49800000	-4.36017669939804
chr11	49850000	-4.26452364968138
chr11	49900000	-4.16701185428145
chr11	49950000	-4.0581321639336
chr11	50000000	-4.00215146011579
chr11	50050000	-4.00217614572521
chr11	50100000	-4.03937899464139
chr11	50150000	-4.185546577657
chr11	50200000	-4.40361787262263
chr11	50250000	-4.56168792807666
chr11	50300000	-4.6659012234797
chr11	50350000	-4.74572228910146
chr11	50400000	-4.77938882469054
chr11	50450000	-4.78689706451799
chr11	50500000	-4.73395993511936
chr11	50550000	-4.62075595861157
chr11	50600000	-4.45524696672751
chr11	50650000	-4.22925527720846
chr11	50700000	-3.94994080284678
chr11	50750000	-3.61769782717867
chr11	50800000	-3.26905449862726
chr11	54550000	-4.30324742242229
chr11	54600000	-4.288841831132
chr11	54650000	-4.27795616128357
chr11	54700000	-4.27163136062264
chr11	54750000	-4.27252038183423
chr11	54800000	-4.27485308021058
chr11	54850000	-4.28044424336834
chr11	54900000	-4.29149215203344
chr11	54950000	-4.2969783475263
chr11	55000000	-4.29933364492183
chr11	55050000	-4.3038667536412
chr11	55100000	-4.28310756074939
chr11	55150000	-4.2470214861839
chr11	55200000	-4.24506021209329
chr11	55250000	-4.29438942695542
chr11	55300000	-4.36235462484961
chr11	55350000	-4.42367719632664
chr11	55400000	-4.51925590646967
chr11	55450000	-4.65133317385194
chr11	55500000	-4.7366458692594
chr11	55550000	-4.70675899764198
chr11	55600000	-4.6560336907956
chr11	55650000	-4.63948757894563
chr11	55700000	-4.6123246944615
chr11	55750000	-4.58575570161433
chr11	55800000	-4.56653328932964
chr11	55850000	-4.54427475070516
chr11	55900000	-4.51983409058607
chr11	55950000	-4.49638514073332
chr11	56000000	-4.46291521204998
chr11	56050000	-4.43108013539581
chr11	56100000	-4.38174975896329
chr11	56150000	-4.29585992142667
chr11	56200000	-4.19474141438556
chr11	56250000	-4.0817950041302
chr11	56300000	-3.97766656141066
chr11	56350000	-3.84844128898896
chr11	56400000	-3.65988814570327
chr11	56450000	-3.43896064211075
chr11	56500000	-3.1989953700981
chr11	56550000	-2.96956827233656
chr11	56600000	-2.71253760080208
chr11	56650000	-2.39061724512948
chr11	56700000	-2.02873302252412
chr11	56750000	-1.63196288018547
chr11	56800000	-1.21015883075436
chr11	56850000	-0.753886220507993
chr11	56900000	-0.215887289933117
chr11	56950000	0.384662437751985
chr11	57000000	0.971965090795898
chr11	57050000	1.65452773916286
chr11	57100000	2.30317671727499
chr11	57150000	2.78843749214463
chr11	57200000	3.23250588493722
chr11	57250000	3.5805684518178
chr11	57300000	3.79304378235027
chr11	57350000	3.90270324667413
chr11	57400000	3.96326257181784
chr11	57450000	3.96661261734307
chr11	57500000	3.89993372576418
chr11	57550000	3.80987584853877
chr11	57600000	3.7950319792986
chr11	57650000	3.72033870846719
chr11	57700000	3.43533699497892
chr11	57750000	3.04490421795525
chr11	57800000	2.62821035432211
chr11	57850000	2.09873038923955
chr11	57900000	1.55190360667061
chr11	57950000	1.05335274753132
chr11	58000000	0.518285339523696
chr11	58050000	0.0731949879569893
chr11	58100000	-0.216402527634582
chr11	58150000	-0.452432320819456
chr11	58200000	-0.683587695915513
chr11	58250000	-0.871255441491856
chr11	58300000	-1.00914351827004
chr11	58350000	-1.11257367534838
chr11	58400000	-1.16554897012871
chr11	58450000	-1.10756922642277
chr11	58500000	-0.974909520221423
chr11	58550000	-0.85946265297033
chr11	58600000	-0.717009436054859
chr11	58650000	-0.566725216162461
chr11	58700000	-0.509893639936696
chr11	58750000	-0.481926549763596
chr11	58800000	-0.421000843655637
chr11	58850000	-0.377056453878816
chr11	58900000	-0.312188862068286
chr11	58950000	-0.130753443411017
chr11	59000000	0.105315624910603
chr11	59050000	0.35323991783725
chr11	59100000	0.644260720173798
chr11	59150000	0.953620782474681
chr11	59200000	1.28575858014452
chr11	59250000	1.6487979379522
chr11	59300000	1.92149065350913
chr11	59350000	2.09139407605955
chr11	59400000	2.21450734519863
chr11	59450000	2.28436828386947
chr11	59500000	2.30413448762544
chr11	59550000	2.26965009851984
chr11	59600000	2.11828029097904
chr11	59650000	1.92274679258119
chr11	59700000	1.72507010068873
chr11	59750000	1.48614860562429
chr11	59800000	1.28317811860908
chr11	59850000	1.05274938431308
chr11	59900000	0.848106915112697
chr11	59950000	0.724706363530642
chr11	60000000	0.62417739922033
chr11	60050000	0.627957510658712
chr11	60100000	0.807475906933989
chr11	60150000	1.05001268163938
chr11	60200000	1.34226346454019
chr11	60250000	1.72140135362507
chr11	60300000	2.06835636646355
chr11	60350000	2.41032273859616
chr11	60400000	2.73922624745554
chr11	60450000	2.97934654497308
chr11	60500000	3.18848055646961
chr11	60550000	3.39493152243695
chr11	60600000	3.6228686699419
chr11	60650000	3.82535508511118
chr11	60700000	3.98060723298115
chr11	60750000	4.11291591054166
chr11	60800000	4.21303664480464
chr11	60850000	4.27119757993146
chr11	60900000	4.30613717749893
chr11	60950000	4.31061664642248
chr11	61000000	4.27825109935731
chr11	61050000	4.24384239504805
chr11	61100000	4.17609308613323
chr11	61150000	4.10261158942192
chr11	61250000	4.02089090044259
chr11	61300000	3.98549589369452
chr11	61350000	3.96602426416263
chr11	61400000	3.96666561217447
chr11	61450000	3.98094512469087
chr11	61500000	4.00207604570308
chr11	61550000	4.05747541475049
chr11	61600000	4.14044529446104
chr11	61650000	4.1930264634588
chr11	61700000	4.25633215135772
chr11	61750000	4.29976154075589
chr11	61800000	4.23933963104669
chr11	61850000	4.13101930763826
chr11	61900000	4.01916210765296
chr11	61950000	3.83738653462031
chr11	62000000	3.65996514174689
chr11	62050000	3.56243411558963
chr11	62100000	3.47287659942177
chr11	62150000	3.42545563995583
chr11	62200000	3.47097731997613
chr11	62250000	3.53925604392811
chr11	62300000	3.61206959067801
chr11	62350000	3.7225718469329
chr11	62400000	3.80050250365807
chr11	62450000	3.80537903707554
chr11	62500000	3.79755326990748
chr11	62550000	3.81579393571305
chr11	62600000	3.83075161084457
chr11	62650000	3.82124027020736
chr11	62700000	3.78987587957443
chr11	62750000	3.74592548842433
chr11	62800000	3.69998178803128
chr11	62850000	3.64459907588116
chr11	62900000	3.54151036175505
chr11	62950000	3.32394636444799
chr11	63000000	3.09165409581132
chr11	63050000	2.86975461643784
chr11	63100000	2.61766360707288
chr11	63150000	2.44833044731077
chr11	63200000	2.3437161666031
chr11	63250000	2.28658608996469
chr11	63300000	2.35287564559737
chr11	63350000	2.50778769960375
chr11	63400000	2.69937923177426
chr11	63450000	2.98721155434502
chr11	63500000	3.35422520223463
chr11	63550000	3.63354598925727
chr11	63600000	3.79989693988522
chr11	63650000	3.93741386464076
chr11	63700000	4.04334175641306
chr11	63750000	4.07458298323644
chr11	63800000	4.08178076016911
chr11	63850000	4.07188175574992
chr11	63900000	4.01830850627517
chr11	63950000	4.00863107680606
chr11	64000000	4.1176839558238
chr11	64050000	4.24197522661475
chr11	64100000	4.34794184042252
chr11	64150000	4.46881164374242
chr11	64200000	4.52485143672092
chr11	64250000	4.49331606025032
chr11	64300000	4.43281149163329
chr11	64350000	4.29046266110851
chr11	64400000	4.07908005417032
chr11	64450000	3.93948550846419
chr11	64500000	3.86738214930454
chr11	64550000	3.82570153425404
chr11	64600000	3.90369006703833
chr11	64650000	4.05384846733604
chr11	64700000	4.16272269509439
chr11	64750000	4.23914318312842
chr11	64800000	4.3113472498465
chr11	64850000	4.3267229611049
chr11	64900000	4.3117027023297
chr11	64950000	4.30050924121286
chr11	65000000	4.27367366945433
chr11	65050000	4.241438519081
chr11	65100000	4.24787958950712
chr11	65150000	4.27453884750511
chr11	65200000	4.30640547229472
chr11	65250000	4.34096326377684
chr11	65300000	4.36895440377437
chr11	65350000	4.41058657084027
chr11	65400000	4.46457481486999
chr11	65450000	4.47355694497991
chr11	65500000	4.40246742457699
chr11	65550000	4.29049102461318
chr11	65600000	4.19164101552236
chr11	65650000	4.06640621286451
chr11	65700000	3.90813207016149
chr11	65750000	3.82011681478993
chr11	65800000	3.8798643724891
chr11	65850000	3.95902870166546
chr11	65900000	4.03415113312285
chr11	65950000	4.15414912793263
chr11	66000000	4.22211015787345
chr11	66050000	4.19528115191973
chr11	66100000	4.14810375034545
chr11	66150000	4.06042990768308
chr11	66200000	3.9246147929614
chr11	66250000	3.83829276665284
chr11	66300000	3.84401594695232
chr11	66350000	3.86791457198824
chr11	66400000	3.87241854741369
chr11	66450000	3.88632935934139
chr11	66500000	3.93220591883354
chr11	66550000	4.04007194042682
chr11	66600000	4.16122194225304
chr11	66650000	4.30278667547845
chr11	66700000	4.47180152927318
chr11	66750000	4.57258857709796
chr11	66800000	4.60151876977394
chr11	66850000	4.60547255345485
chr11	66900000	4.51516264797414
chr11	66950000	4.35399369754874
chr11	67000000	4.24108990521333
chr11	67050000	4.16239967402584
chr11	67100000	4.09498423428093
chr11	67150000	4.13362212742929
chr11	67200000	4.23806118486221
chr11	67250000	4.31154878538027
chr11	67300000	4.36707828818393
chr11	67350000	4.40136993827621
chr11	67400000	4.34818776091978
chr11	67450000	4.25398303026369
chr11	67500000	4.16662432714187
chr11	67550000	4.09688940683245
chr11	67600000	4.01539209300322
chr11	67650000	3.8778366969659
chr11	67700000	3.70501129832057
chr11	67750000	3.58216423291824
chr11	67800000	3.47314636023464
chr11	67850000	3.41036527374347
chr11	67900000	3.50948039536866
chr11	67950000	3.68779101516826
chr11	68000000	3.83584037219145
chr11	68050000	4.02696088080788
chr11	68100000	4.20522608137421
chr11	68150000	4.26557938960692
chr11	68200000	4.30006632033536
chr11	68250000	4.3009949502586
chr11	68300000	4.15081955446697
chr11	68350000	3.98335862451528
chr11	68400000	3.9254643782949
chr11	68450000	3.87662469593807
chr11	68500000	3.8651474722019
chr11	68550000	3.96349698907697
chr11	68600000	4.07658114340897
chr11	68650000	4.11706123556624
chr11	68700000	4.151140016599
chr11	68750000	4.18610297956991
chr11	68800000	4.22739634105967
chr11	68850000	4.26535073214754
chr11	68900000	4.31280808579049
chr11	68950000	4.36685700708547
chr11	69000000	4.38847961905297
chr11	69050000	4.42405481208145
chr11	69100000	4.42703916842437
chr11	69150000	4.30164606578953
chr11	69200000	4.11394866175397
chr11	69250000	3.92833528693946
chr11	69300000	3.65899031460705
